ad_id,suburb,district,bedrooms,bathrooms,land_perches,floor_sqft,price_lkr,price_log
5744239,Boralesgamuwa,Colombo,4,4,20,3517,170000000,18.951309
5678546,Battaramulla,Colombo,5,3,27,3000,195000000,19.08851012
5755069,Moratuwa,Colombo,7,7,17,3000,130000000,18.68304502
5755071,Moratuwa,Colombo,4,4,9.5,3000,75000000,18.13299868
5755074,Moratuwa,Colombo,3,3,6.5,2000,55000000,17.82284376
5774141,Colombo 5,Colombo,4,4,16,4800,360000000,19.70161459
5726994,Colombo 6,Colombo,4,10,29.7,3000,325000000,19.59933574
5868578,Malabe,Colombo,4,3,9,3000,59000000,17.89304802
5868941,Malabe,Colombo,3,3,12.5,2000,39000000,17.47907223
5869632,Maharagama,Colombo,3,3,9,2700,32000000,17.28124649
5837649,Battaramulla,Colombo,3,3,9.5,3000,68000000,18.03501828
5836662,Maharagama,Colombo,4,3,7,2650,39000000,17.47907223
5807065,Malabe,Colombo,6,3,25,3000,82500000,18.22830886
5807390,Beliatta,Hambantota,3,1,20,1600,4800000,15.38412668
5822948,Rajagiriya,Colombo,5,4,10.6,4200,125000000,18.6438243
5825643,Rathmalana,Colombo,3,1,15,2000,45000000,17.62217307
5842766,Nugegoda,Colombo,3,1,6,1200,35000000,17.37085865
5843055,Nugegoda,Colombo,4,3,15,4000,46000000,17.64415198
5843450,Pita Kotte,Colombo,3,4,24.25,3110,89000000,18.30414694
5541773,Kottawa,Colombo,4,4,37,3000,100000000,18.42068075
5633126,Panadura,Kalutara,3,1,18,2000,11700000,16.27509949
5845019,Malabe,Colombo,2,3,20,3500,65000000,17.98989784
5849689,Kottawa,Colombo,3,1,14,1800,20000000,16.81124288
5849690,Thalawathugoda,Colombo,5,4,12,3000,45000000,17.62217307
5857443,Battaramulla,Colombo,4,3,15,3900,57000000,17.85856184
5857444,Battaramulla,Colombo,4,3,15,2500,50000000,17.72753358
5871491,Kelaniya,Gampaha,3,1,10.68,880,22000000,16.90655306
5871486,Horana,Kalutara,5,2,15,2700,28000000,17.1477151
5871483,Horana,Kalutara,3,2,10,1239,16500000,16.618871
5871477,Horana,Kalutara,3,1,26,2000,30000000,17.21670797
5871439,Kirillawala,Other,5,3,19.7,2600,39900000,17.50188691
5871438,Kiribathgoda,Gampaha,4,2,10,1600,20000000,16.81124288
5871421,Mattegoda,Colombo,3,2,6,1640,34500000,17.35646991
5871395,Colombo 5,Colombo,4,4,10,3500,139000000,18.7499845
5871391,Nawala,Colombo,4,4,20,4500,175000000,18.98029654
5826791,Moratuwa,Colombo,4,2,12.73,1220,40000000,17.50439004
5871374,Gampaha,Gampaha,5,3,1,2500,30000000,17.21670797
5871373,Mount Lavinia,Colombo,7,3,1,3000,85000000,18.25816183
5871372,Colombo 5,Colombo,4,3,1,3000,18000000,16.70588237
5871371,Boralesgamuwa,Colombo,4,3,12,3000,145000000,18.79224431
5871369,Pelawatte,Colombo,5,3,1,3000,125000000,18.6438243
5871367,Madiwela,Colombo,3,3,12,3000,115000000,18.5604427
5871365,Piliyandala,Colombo,5,3,1,3000,64000000,17.97439366
5871363,Thalawathugoda,Colombo,6,3,1,3000,85000000,18.25816183
5871360,Rajagiriya,Colombo,4,3,1,3000,55000000,17.82284376
5871359,Ja Ela,Gampaha,5,3,1,2500,65000000,17.98989784
5871358,Dehiwala,Colombo,5,3,1,3000,68000000,18.03501828
5871356,Hanwella,Colombo,5,3,1,3000,62000000,17.94264496
5871325,Battaramulla,Colombo,4,4,13.8,4000,85000000,18.25816183
5871323,Rajagiriya,Colombo,4,4,12,3500,155000000,18.85893568
5871322,Battaramulla,Colombo,6,6,10,3800,105000000,18.46947092
5871320,Colombo 4,Colombo,4,4,16.4,3500,300000000,19.51929304
5871317,Thalawathugoda,Colombo,4,4,6.4,3000,68500000,18.04234432
5871315,Battaramulla,Colombo,5,5,10.43,4500,125000000,18.6438243
5871311,Nawala,Colombo,4,4,10,3000,110000000,18.51599093
5871308,Colombo 7,Colombo,4,3,13,3500,350000000,19.67344372
5871306,Rajagiriya,Colombo,4,3,14.5,2800,145000000,18.79224431
5825860,Negombo,Gampaha,3,1,9,1350,25000000,17.03438642
5732904,Negombo,Gampaha,10,10,15,2500,75000000,18.13299868
5738828,Negombo,Gampaha,4,4,10,3000,49000000,17.70733088
5634804,Negombo,Gampaha,4,3,10.2,2500,47500000,17.67624029
5852246,Boralesgamuwa,Colombo,6,6,15.5,2793,42500000,17.56501466
5735485,Colombo 5,Colombo,6,3,8.9,3000,132000000,18.69831249
5857754,Kadawatha,Gampaha,3,3,12.5,3900,89000000,18.30414694
5678870,Bolgoda,Colombo,3,3,1,2200,75000000,18.13299868
5850570,Colombo 5,Colombo,7,5,23,3000,425000000,19.86759973
5847297,Galle,Galle,4,1,65,1800,49000000,17.70733088
5862092,Hokandara,Colombo,5,4,22,4000,55000000,17.82284376
5866776,Athurugiriya,Colombo,3,3,7,3400,30000000,17.21670797
5866774,Rajagiriya,Colombo,6,3,13,3500,65000000,17.98989784
5866758,Malabe,Colombo,4,3,10,2900,38000000,17.45309674
5784065,Pita Kotte,Colombo,4,2,23.5,3000,110000000,18.51599093
5393893,Homagama,Colombo,4,3,10,3200,55000000,17.82284376
5835748,Kolonnawa,Colombo,4,3,6,3400,55000000,17.82284376
5866701,Boralesgamuwa,Colombo,5,3,1,3000,149500000,18.82280696
5870844,Battaramulla,Colombo,6,4,48,3000,320000000,19.58383156
5870843,Colombo 3,Colombo,3,3,2,3000,30000000,17.21670797
5870841,Thalawathugoda,Colombo,4,4,45,3000,160000000,18.89068438
5870839,Colombo 10,Colombo,10,7,25,3000,8500000,15.95557684
5870836,Rajagiriya,Colombo,5,4,70,3000,400000000,19.80697511
5870832,Nugegoda,Colombo,5,5,33,3000,275000000,19.43228166
5870831,Colombo 3,Colombo,5,4,12.8,4000,250000000,19.33697148
5862704,Battaramulla,Colombo,2,2,14,1200,49000000,17.70733088
5866193,Boralesgamuwa,Colombo,5,4,26.7,3000,160000000,18.89068438
5867141,Kalubowila,Colombo,5,4,7.5,3000,90000000,18.31532024
5870825,Wattala,Gampaha,4,4,27,3000,140000000,18.75715299
5741979,Kadawatha,Gampaha,6,3,14.75,2800,27500000,17.1296966
5756291,Gampaha,Gampaha,4,2,35,2400,30000000,17.21670797
5766846,Piliyandala,Colombo,4,3,7,2340,35000000,17.37085865
5779084,Avissawella,Badulla,3,2,14,2400,100000000,18.42068075
5870819,Colombo 7,Colombo,4,4,9,3000,285000000,19.46799974
5813734,Rambukkana,Kegalle,4,1,12,2050,12500000,16.34123928
5815958,Ja Ela,Gampaha,4,1,22,1600,14000000,16.45456796
5817327,Kalalgoda,Gampaha,5,4,20,4500,130000000,18.68304502
5870812,Nugegoda,Colombo,6,5,28,3000,200000000,19.11382793
5818847,Gampaha,Gampaha,6,2,15.5,2700,45000000,17.62217307
5825465,Homagama,Colombo,5,1,25.5,2100,37500000,17.43985152
5832181,Wadduwa,Kalutara,5,1,26,1500,20800000,16.85046359
5820954,Colombo 3,Colombo,5,3,30,3000,550000000,20.12542884
5834639,Malabe,Colombo,5,4,7,1841,38000000,17.45309674
5834961,Kaduwela,Colombo,5,4,10,3400,57500000,17.86729552
5870811,Colombo 5,Colombo,3,2,8.25,2500,145000000,18.79224431
5866068,Colombo 4,Colombo,2,1,6.8,1200,95000000,18.36938746
5840888,Colombo 4,Colombo,6,5,20,3000,240000000,19.29614949
5859736,Pelawatte,Other,4,3,10.85,3133,115000000,18.5604427
5870809,Thalawathugoda,Colombo,4,4,7,3500,55000000,17.82284376
5817187,Pita Kotte,Colombo,4,3,12,3500,85000000,18.25816183
5867123,Colombo 6,Colombo,2,2,12.4,1500,75000000,18.13299868
5870807,Battaramulla,Colombo,5,5,6.2,3800,72000000,18.09217669
5844883,Kiribathgoda,Gampaha,6,3,9.5,2140,32500000,17.29675068
5845688,Kadawatha,Gampaha,6,3,40,2400,48000000,17.68671159
5870806,Battaramulla,Colombo,3,3,12,2517,69500000,18.05683732
5870802,Bendiyamulla,Colombo,4,2,14.7,1800,29500000,17.19990086
5849176,Kandana,Gampaha,10,3,11.25,2400,25000000,17.03438642
5862657,Naranwala,Other,4,4,32.5,2055,39500000,17.49181126
5870789,Kalubowila,Colombo,6,5,8,3000,47500000,17.67624029
5870786,Akurana,Kandy,3,1,15,1850,20000000,16.81124288
5861723,Colombo 7,Colombo,4,3,12.8,3280,325000000,19.59933574
5617771,Negombo,Gampaha,7,7,15,2500,56000000,17.84086227
5770579,Nugegoda,Colombo,5,4,11.8,4100,150000000,18.82614586
5726018,Nawala,Colombo,5,4,34.5,4000,165000000,18.92145604
5748986,Battaramulla,Colombo,7,4,24,3000,150000000,18.82614586
5798028,Wattala,Gampaha,5,3,13,2000,25000000,17.03438642
5807127,Thalawathugoda,Colombo,4,4,10.67,3900,71500000,18.08520802
5870766,Thalawathugoda,Colombo,4,8,20,3000,200000000,19.11382793
5840392,Thalawathugoda,Colombo,4,3,6,3100,39000000,17.47907223
5847984,Thalawathugoda,Colombo,4,4,10.5,3800,85000000,18.25816183
5866460,Thalawathugoda,Colombo,4,4,18.85,3800,70000000,18.06400581
5867021,Thalawathugoda,Colombo,4,4,11.6,2900,68000000,18.03501828
5870763,Colombo 5,Colombo,5,4,17.5,2000,170000000,18.951309
5870760,Thalawathugoda,Colombo,3,2,10.25,2200,48000000,17.68671159
5871119,Kandy,Kandy,5,3,9,2200,25000000,17.03438642
5863346,Thalawathugoda,Colombo,5,3,10.5,2800,54000000,17.80449462
5871116,Piliyandala,Colombo,4,3,1,3000,35000000,17.37085865
5871113,Kesbewa,Colombo,4,3,1,3000,60000000,17.90985514
5871112,Rajagiriya,Colombo,10,3,1,3000,295000000,19.50248592
5871110,Colombo 6,Colombo,4,3,1,4600,160000000,18.89068438
5871109,Piliyandala,Colombo,3,3,1,1380,30000000,17.21670797
5871108,Piliyandala,Colombo,3,3,1,1800,47500000,17.67624029
5773682,Matale,Matale,4,1,40,2500,7000000,15.76142085
5778026,Battaramulla,Colombo,5,5,13,3000,150000000,18.82614586
5785071,Thalawathugoda,Colombo,4,4,20,3500,90000000,18.31532024
5786534,Battaramulla,Colombo,4,4,58,3000,350000000,19.67344372
5693104,Kandy,Kandy,6,5,43,2830,140000000,18.75715299
5733489,Thalawathugoda,Colombo,4,4,20,3500,95000000,18.36938746
5727100,Kandy,Kandy,4,3,49,3000,55000000,17.82284376
5787236,Nawala,Colombo,3,2,10,1800,47000000,17.66565818
5693273,Kandy,Kandy,5,4,110,4000,115000000,18.5604427
5711324,Kandy,Kandy,4,4,31,2000,65000000,17.98989784
5714070,Colombo 5,Colombo,4,4,15.5,3000,330000000,19.61460322
5637696,Colombo 7,Colombo,7,6,12.5,3000,452900000,19.93118191
5846646,Colombo 5,Colombo,6,6,8.03,2820,128000000,18.66754083
5871105,Malabe,Colombo,5,3,1,3000,62000000,17.94264496
5869932,Wadduwa,Kalutara,3,2,16,2500,20000000,16.81124288
5871100,Colombo 13,Colombo,6,3,1,3000,270000000,19.41393252
5870744,Mulleriyawa,Other,4,4,15.6,3800,78000000,18.1722194
5871093,Nawala,Colombo,8,8,11,3000,250000000,19.33697148
5871092,Digana,Kandy,4,3,1,2830,56500000,17.84975121
5871085,Battaramulla,Colombo,6,3,1,3000,100000000,18.42068075
5870739,Negombo,Gampaha,4,3,12,1800,29500000,17.19990086
5864897,Maharagama,Colombo,6,5,14,3000,57500000,17.86729552
5870232,Athurugiriya,Colombo,4,4,10,2300,29500000,17.19990086
5871062,Nawala,Colombo,4,3,1,3000,140000000,18.75715299
5870737,Rathmalana,Colombo,5,4,17.9,3750,98000000,18.40047805
5871059,Dehiwala,Colombo,5,3,1,2250,86000000,18.26985787
5871056,Malabe,Colombo,4,3,1,3000,95000000,18.36938746
5844861,Unawatuna,Galle,3,1,10,900,27750000,17.13874643
5844866,Galle,Galle,3,1,43,1200,49330000,17.71404299
5871054,Colombo 3,Colombo,10,3,1,3000,350000000,19.67344372
5871050,Dehiwala,Colombo,6,3,1,3000,125000000,18.6438243
5871045,Moratuwa,Colombo,3,3,1,3600,92000000,18.33729915
5871041,Colombo 4,Colombo,6,3,1,3828,195000000,19.08851012
5871024,Homagama,Colombo,6,5,60,3000,200000000,19.11382793
5871021,Polgasowita,Colombo,2,1,14.5,800,15500000,16.55635065
5871011,Battaramulla,Colombo,5,4,21,4000,135000000,18.72078534
5870995,Battaramulla,Colombo,4,4,10,2820,65000000,17.98989784
5870991,Battaramulla,Colombo,3,2,6.5,2700,55000000,17.82284376
5870987,Battaramulla,Colombo,4,5,7.5,3500,59000000,17.89304802
5870981,Battaramulla,Colombo,5,4,10.85,3100,60000000,17.90985514
5870913,Ahungalla,Other,5,4,10,2350,28500000,17.16541468
5870912,Piliyandala,Colombo,4,3,1,1480,40000000,17.50439004
5870907,Colombo 5,Colombo,7,3,1,4500,73000000,18.10597001
5870905,Kandy,Kandy,5,5,14,3400,50000000,17.72753358
5870900,Piliyandala,Colombo,5,3,1,3200,33000000,17.31201815
5870887,Boralesgamuwa,Colombo,4,3,1,3262,59000000,17.89304802
5870879,Boralesgamuwa,Colombo,4,2,10.22,3500,57000000,17.85856184
5870878,Horana,Kalutara,4,3,19.5,3940,57000000,17.85856184
5870877,Kesbewa,Colombo,3,1,6,1050,17500000,16.6777115
5870869,Nugegoda,Colombo,4,3,18.27,1600,86000000,18.26985787
5870868,Kottawa,Colombo,3,2,12.5,1500,26000000,17.07360713
5870864,Boralesgamuwa,Colombo,3,3,20,1800,60000000,17.90985514
5870855,Battaramulla,Colombo,4,3,15.7,4600,90000000,18.31532024
5870848,Ethul Kotte,Colombo,5,5,18.2,3000,135000000,18.72078534
5861782,Seeduwa,Gampaha,8,8,10,4400,220000000,19.20913811
5488235,Nawala,Colombo,3,3,24.7,3200,139500000,18.75357517
5813469,Pannipitiya,Colombo,4,4,26.8,2739,89000000,18.30414694
5674778,Mirihana,Colombo,3,2,8,1500,25000000,17.03438642
5699946,Colombo 5,Colombo,4,3,19.75,3000,167500000,18.93649392
5757222,Colombo 3,Colombo,4,3,15,3000,315000000,19.5680832
5751621,Thalawathugoda,Colombo,4,3,9,2500,45000000,17.62217307
5802896,Boralesgamuwa,Colombo,5,4,23.4,3000,98000000,18.40047805
5866192,Pannipitiya,Colombo,3,2,1,2800,50000000,17.72753358
481038,Battaramulla,Colombo,4,3,17,4000,110000000,18.51599093
5845758,Negombo,Gampaha,3,2,10,1550,30000000,17.21670797
5799806,Negombo,Gampaha,3,2,10,1650,36500000,17.41282285
5729166,Negombo,Gampaha,5,3,7.5,3895,39500000,17.49181126
5687233,Negombo,Gampaha,5,3,18,4555,69500000,18.05683732
5866084,Colombo 13,Colombo,2,2,5,3000,60000000,17.90985514
5870486,Thalawathugoda,Colombo,4,3,1,3800,97000000,18.39022155
5868977,Homagama,Colombo,3,2,8,1500,39000000,17.47907223
5870477,Colombo 5,Colombo,4,3,20,3000,250000000,19.33697148
5861971,Colombo 7,Colombo,4,4,10,4200,230000000,19.25358987
5870465,Thalawathugoda,Colombo,4,3,1,3500,84000000,18.24632737
5865335,Mount Lavinia,Colombo,4,4,10.5,3500,65000000,17.98989784
5870309,Nawala,Colombo,4,4,22,4000,260000000,19.37619219
5870458,Dehiwala,Colombo,5,4,10.5,2400,50000000,17.72753358
5870456,Nugegoda,Colombo,5,5,14.8,3000,155000000,18.85893568
5870454,Hokandara,Colombo,4,4,45,3000,185000000,19.03586639
5870450,Nugegoda,Colombo,5,4,30,3000,155000000,18.85893568
5870449,Thalawathugoda,Colombo,4,3,10,4200,62000000,17.94264496
5870446,Thalawathugoda,Colombo,6,4,22,3233,80000000,18.19753721
5870444,Hokandara,Colombo,4,3,16,1633,77500000,18.16578851
5870442,Pelawatte,Colombo,5,5,11.5,3000,95000000,18.36938746
5870440,Dehiwala,Colombo,4,3,9.5,2750,90000000,18.31532024
5870439,Battaramulla,Colombo,4,3,15,3800,85000000,18.25816183
5870437,Thalawathugoda,Colombo,5,3,30.88,4500,125000000,18.6438243
5870436,Gothatuwa,Colombo,5,3,12,3000,120000000,18.60300231
5870434,Nugegoda,Colombo,8,6,26,3000,280000000,19.45030016
5870432,Rajagiriya,Colombo,4,3,26.64,2271,106560000,18.48421877
5870431,Battaramulla,Colombo,4,4,15,3000,120000000,18.60300231
5870430,Rajagiriya,Colombo,3,4,19,3718,150000000,18.82614586
5870429,Homagama,Colombo,3,2,7,1700,27500000,17.1296966
5870427,Kalagedihena,Other,6,3,27.2,2987,57500000,17.86729552
5870414,Piliyandala,Colombo,4,3,6,2400,34000000,17.34187111
5870413,Mahabage,Gampaha,3,3,6.5,1850,47500000,17.67624029
5870404,Thalawathugoda,Colombo,4,3,11.87,3000,68000000,18.03501828
5870398,Boralesgamuwa,Colombo,7,4,18,4000,110000000,18.51599093
5870396,Pilimathalawa,Other,3,2,20,3000,28500000,17.16541468
5870395,Gonapola,Colombo,3,4,11,2555,37000000,17.4264285
5870392,Kandy,Kandy,4,9,48,2830,130000000,18.68304502
5870391,Athurugiriya,Colombo,4,3,7,2300,37500000,17.43985152
5870388,Hokandara,Colombo,5,2,23.3,2600,43000000,17.5767107
5870387,Athurugiriya,Colombo,4,3,6,3450,39500000,17.49181126
5870385,Bandaragama,Gampaha,4,2,11,2300,35000000,17.37085865
5870382,Moratuwa,Colombo,8,8,41,3000,390000000,19.7816573
5870380,Dehiwala,Colombo,5,2,25,3000,125000000,18.6438243
5870379,Dehiwala,Colombo,4,2,12.5,2400,58500000,17.88453733
5826230,Dikwella,Matara,7,5,22,111,73000000,18.10597001
5870366,Battaramulla,Colombo,4,3,7,3700,69500000,18.05683732
5870364,Pepiliyana,Colombo,6,6,8,3600,85000000,18.25816183
5870358,Thalawathugoda,Colombo,3,2,7,3000,48000000,17.68671159
5870356,Thalawathugoda,Colombo,4,4,18.85,3800,70000000,18.06400581
5788280,Nawala,Colombo,3,2,8.1,2500,68000000,18.03501828
5811856,Colombo 7,Colombo,4,3,21.6,4000,400000000,19.80697511
5834952,Colombo 7,Colombo,4,3,8.33,3000,145000000,18.79224431
5865164,Thalawathugoda,Colombo,4,4,10,4000,55000000,17.82284376
5387268,Thalapathpitiya,Colombo,4,3,11.1,3000,65000000,17.98989784
5704104,Thalawathugoda,Colombo,4,4,20,2950,125000000,18.6438243
5708623,Rajagiriya,Colombo,4,3,11.2,2371,79500000,18.19126759
5708818,Malabe,Colombo,5,2,14.5,4000,87500000,18.28714936
5709184,Malabe,Colombo,4,3,60,3000,140000000,18.75715299
5870333,Malabe,Colombo,4,5,9.1,4050,67500000,18.02763817
5870332,Malabe,Colombo,4,3,6,2950,43000000,17.5767107
5870331,Malabe,Colombo,6,2,14,3000,38500000,17.46616883
5840407,Kahanthota,Colombo,4,3,6,2950,45000000,17.62217307
5855763,Athurugiriya,Colombo,3,2,7,1200,19500000,16.78592507
5864614,Malabe,Colombo,5,4,6.5,3000,42500000,17.56501466
5797827,Athurugiriya,Colombo,4,3,7.25,3000,36000000,17.39902952
5798315,Athurugiriya,Colombo,3,2,10,1450,25500000,17.05418905
5798319,Athurugiriya,Colombo,4,4,6,2000,29500000,17.19990086
5798340,Athurugiriya,Colombo,4,3,6.5,3678,37000000,17.4264285
5798459,Athurugiriya,Colombo,4,3,6,2700,35000000,17.37085865
5831224,Athurugiriya,Colombo,3,2,6.5,1250,21500000,16.88356354
5855766,Athurugiriya,Colombo,3,2,6.7,1250,24000000,16.99356443
5855769,Athurugiriya,Colombo,4,2,6,1908,39000000,17.47907223
5857889,Athurugiriya,Colombo,4,4,9.5,2950,46000000,17.64415198
5863686,Athurugiriya,Colombo,4,2,10,1905,36700000,17.41828734
5865510,Athurugiriya,Colombo,3,2,6.7,1188,21000000,16.86003304
5870027,Athurugiriya,Colombo,3,2,6.5,1200,23500000,16.97251102
5870319,Kandy,Kandy,7,6,35,2830,98500000,18.40556712
5870171,Pelawatte,Other,3,3,6,1700,37500000,17.43985152
5870307,Nugegoda,Colombo,6,4,15,4000,65000000,17.98989784
5863873,Kandy,Kandy,6,6,17,2830,60000000,17.90985514
5862653,Thalawathugoda,Colombo,4,4,8,3336,85000000,18.25816183
5858411,Ja Ela,Gampaha,5,4,37.7,3800,75000000,18.13299868
5833636,Thalawathugoda,Colombo,3,3,20,4000,120000000,18.60300231
5797253,Battaramulla,Colombo,5,5,24,3000,260000000,19.37619219
5814405,Kahathuduwa,Colombo,3,4,11,2500,40000000,17.50439004
5818025,Moratuwa,Colombo,3,2,10.48,2500,31000000,17.24949779
5708832,Colombo 5,Colombo,5,4,17.5,2100,170000000,18.951309
5754117,Colombo 5,Colombo,5,4,32,3000,600000000,20.21244021
5847016,Nugegoda,Colombo,3,3,7.16,1150,58000000,17.87595359
5847952,Dehiwala,Colombo,6,6,10,2800,93000000,18.34811006
5870664,Pannipitiya,Colombo,4,4,7.75,2600,68000000,18.03501828
5870663,Homagama,Colombo,4,3,14.9,2270,44000000,17.59970021
5870662,Kottawa,Colombo,6,3,8,2000,55000000,17.82284376
5870656,Pannipitiya,Colombo,4,2,20,2579,54000000,17.80449462
5870651,Godagama,Colombo,3,2,8,1500,23500000,16.97251102
5870647,Pannipitiya,Colombo,4,3,11.6,3600,79000000,18.18495842
5870646,Godagama,Colombo,3,2,10,1480,19500000,16.78592507
5870642,Kottawa,Colombo,4,3,8,3200,39500000,17.49181126
5870640,Homagama,Colombo,3,2,7.15,1300,20500000,16.83593549
5870638,Malabe,Colombo,5,4,10.73,2840,49500000,17.71748325
5870637,Athurugiriya,Colombo,6,5,10,3000,77500000,18.16578851
5870635,Kaduwela,Colombo,4,3,20,2835,39500000,17.49181126
5870633,Malabe,Colombo,6,4,20,3000,89000000,18.30414694
5870631,Malabe,Colombo,5,4,13.7,3000,78000000,18.1722194
5870630,Malabe,Colombo,5,4,7.18,4200,43200000,17.58135108
5870629,Moratuwa,Colombo,5,3,13.4,3650,60000000,17.90985514
5870627,Dehiwala,Colombo,5,2,25,3000,125000000,18.6438243
5870625,Dehiwala,Colombo,6,4,13,3000,68000000,18.03501828
5870623,Rathmalana,Colombo,5,5,6.85,2345,55000000,17.82284376
5870622,Boralesgamuwa,Colombo,4,3,20,4000,130000000,18.68304502
5870618,Kadawatha,Gampaha,5,2,11.5,2335,27500000,17.1296966
5870612,Boralesgamuwa,Colombo,5,5,6.75,3000,140000000,18.75715299
5870610,Rajagiriya,Colombo,4,4,28.5,2500,150000000,18.82614586
5870609,Dehiwala,Colombo,6,4,11,3437,110000000,18.51599093
5870608,Pannipitiya,Colombo,5,2,7.5,3500,38000000,17.45309674
5870594,Colombo 5,Colombo,5,4,8.9,3500,130000000,18.68304502
5870588,Dehiwala,Colombo,4,2,20.4,1500,150000000,18.82614586
5870586,Dehiwala,Colombo,4,3,7,2240,110000000,18.51599093
5870579,Moratuwa,Colombo,4,4,20,4500,65000000,17.98989784
5870526,Malabe,Colombo,4,4,15.8,3000,75000000,18.13299868
5870520,Hokandara,Colombo,5,3,13.5,4210,47500000,17.67624029
5870518,Wattala,Gampaha,5,4,20,2500,80000000,18.19753721
5870506,Boralesgamuwa,Colombo,4,3,12.65,3000,58500000,17.88453733
5870501,Battaramulla,Colombo,6,6,7.25,2552,39000000,17.47907223
5870497,Malabe,Colombo,4,2,16.2,2465,37500000,17.43985152
5870496,Thalawathugoda,Colombo,4,3,1,3218,56000000,17.84086227
5870494,Colombo 7,Colombo,4,3,1,4000,230000000,19.25358987
5870493,Nugegoda,Colombo,5,3,1,3000,270000000,19.41393252
5870492,Thalawathugoda,Colombo,4,3,1,2600,68000000,18.03501828
5867476,Kohuwala,Colombo,4,4,12.5,3000,115000000,18.5604427
5863850,Negombo,Gampaha,4,5,10,3000,32000000,17.28124649
5863853,Negombo,Gampaha,4,2,13,2500,35000000,17.37085865
5870209,Hokandara,Colombo,5,5,16.49,3000,120000000,18.60300231
5813056,Malabe,Colombo,5,4,16,3605,55000000,17.82284376
5865270,Pannipitiya,Colombo,4,2,6.5,2250,31000000,17.24949779
5707230,Kattuwa,Gampaha,4,2,13.5,2700,45000000,17.62217307
5817160,Delgoda,Gampaha,3,2,15,1320,9500000,16.06680246
5866492,Colombo 6,Colombo,4,3,15.5,4000,225000000,19.23161096
5798820,Battaramulla,Colombo,5,6,55.4,3000,380000000,19.75568181
5802408,Negombo,Gampaha,4,2,20,1700,27500000,17.1296966
5808825,Dankotuwa,Gampaha,4,3,30,2500,55000000,17.82284376
5813266,Negombo,Gampaha,3,1,15.5,1700,15000000,16.52356083
5846658,Malabe,Colombo,4,4,6,3000,55000000,17.82284376
5435514,Malabe,Colombo,5,4,12.5,2700,34500000,17.35646991
5762956,Ahangama,Galle,3,1,30,900,20960000,16.85812647
5820917,Habaraduwa,Galle,4,2,20,2000,70950000,18.07748598
5844196,Midigama,Gampaha,3,1,83,1200,30670000,17.23879557
5762954,Wattala,Gampaha,6,3,12,3000,42000000,17.5531802
5725453,Dikwella,Matara,7,2,40,111,59000000,17.89304802
5711346,Galle,Galle,4,3,10,2400,24760000,17.02474005
5870088,Rajagiriya,Colombo,4,4,100,3000,450000000,19.92475814
5870086,Rajagiriya,Colombo,4,10,16.89,3000,180000000,19.00846741
5870085,Thalawathugoda,Colombo,4,4,11.6,2900,68000000,18.03501828
5870083,Battaramulla,Colombo,5,4,40.8,3000,300000000,19.51929304
5712324,Boralesgamuwa,Colombo,3,2,7,2000,36800000,17.42100843
5714859,Moratuwa,Colombo,4,2,6,2000,40800000,17.52419266
5870081,Battaramulla,Colombo,4,3,14,3700,98000000,18.40047805
